[2026-02-09 16:04:41] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260209_160441.log | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] ========== OCR Pipeline Starting ========== | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Input directory : /home/whirldata/cpu_multi_paddle_try/attachments | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Output directory: /home/whirldata/cpu_multi_paddle_try/ocr_output | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Num workers     : 1 | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Queue size      : 5 | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Supported exts  : {'.tiff', '.png', '.tif', '.webp', '.bmp', '.pdf', '.jpg', '.jpeg'} | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Total entries found in input directory: 20 | fname=SCAN
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] All entries: ['0001_1700000449_2025_01.PDF', '0001_1700000356_2025_01.PDF', '0001_1700000446_2025_01.PDF', '0001_1700000354_2025_02.PDF', '0001_1700000451_2025_01.PDF', '0001_1700000448_2025_01.PDF', '0002_1700000096_2025_01.PDF', '0001_1700000455_2025_01.PDF', '0001_1700000452_2025_01.PDF', '0001_1700000356_2025_02.PDF', '0001_1700000447_2025_01.PDF', '0001_1700000454_2025_01.PDF', '0001_1700000163_2025_01.PDF', '0002_1700000000_2025_01.PDF', '0001_1700000450_2025_01.PDF', '0038_1700000012_2025_01.PDF', '0001_1700000354_2025_03.PDF', '0002_1700000095_2025_01.PDF', '0002_1700000097_2025_01.PDF', '0001_1700000445_2025_01.PDF'] | fname=SCAN
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000163_2025_01.PDF (0.02 MB) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000354_2025_02.PDF (0.02 MB) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000354_2025_03.PDF (0.30 MB) | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000356_2025_01.PDF (0.30 MB) | fname=0001_1700000356_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000356_2025_02.PDF (0.02 MB) | fname=0001_1700000356_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000445_2025_01.PDF (0.02 MB) | fname=0001_1700000445_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000446_2025_01.PDF (0.25 MB) | fname=0001_1700000446_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000447_2025_01.PDF (0.08 MB) | fname=0001_1700000447_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000448_2025_01.PDF (0.76 MB) | fname=0001_1700000448_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000449_2025_01.PDF (0.28 MB) | fname=0001_1700000449_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000450_2025_01.PDF (0.28 MB) | fname=0001_1700000450_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000451_2025_01.PDF (0.01 MB) | fname=0001_1700000451_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000452_2025_01.PDF (0.01 MB) | fname=0001_1700000452_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000454_2025_01.PDF (0.01 MB) | fname=0001_1700000454_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000455_2025_01.PDF (0.25 MB) | fname=0001_1700000455_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0002_1700000000_2025_01.PDF (0.04 MB) | fname=0002_1700000000_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0002_1700000095_2025_01.PDF (0.22 MB) | fname=0002_1700000095_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0002_1700000096_2025_01.PDF (0.24 MB) | fname=0002_1700000096_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0002_1700000097_2025_01.PDF (7.38 MB) | fname=0002_1700000097_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Queuing file: 0038_1700000012_2025_01.PDF (0.17 MB) | fname=0038_1700000012_2025_01.PDF
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Files to process: 20, Skipped: 0 | fname=SCAN
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Multiprocessing start method set to 'spawn' | fname=INIT
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Task queue created with maxsize=5 | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Spawning 1 worker processes... | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Worker-0 started (PID=23312) | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [MainProcess] Enqueuing 20 file(s)... | fname=ENQUEUE
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 1/20 into queue | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] File enqueued successfully (1/20) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 2/20 into queue | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] File enqueued successfully (2/20) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 3/20 into queue | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] File enqueued successfully (3/20) | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 4/20 into queue | fname=0001_1700000356_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] File enqueued successfully (4/20) | fname=0001_1700000356_2025_01.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 5/20 into queue | fname=0001_1700000356_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] File enqueued successfully (5/20) | fname=0001_1700000356_2025_02.PDF
[2026-02-09 16:04:41] [DEBUG   ] [MainProcess] Putting file 6/20 into queue | fname=0001_1700000445_2025_01.PDF
[2026-02-09 16:04:41] [INFO    ] [Worker-0] Worker-0 process started (PID=23312) | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [Worker-0] Thread env — OMP=10, MKL=10, NUMEXPR=10 | fname=INIT
[2026-02-09 16:04:41] [INFO    ] [Worker-0] Worker-0 initializing PaddleOCR model... | fname=INIT
[2026-02-09 16:04:49] [INFO    ] [Worker-0] Worker-0 PaddleOCR model initialized in 8.04s | fname=INIT
[2026-02-09 16:04:49] [INFO    ] [Worker-0] Worker-0 entering processing loop | fname=INIT
[2026-02-09 16:04:49] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-09 16:04:49] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:49] [INFO    ] [Worker-0] Worker-0 starting OCR (0.02 MB) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:49] [DEBUG   ] [MainProcess] File enqueued successfully (6/20) | fname=0001_1700000445_2025_01.PDF
[2026-02-09 16:04:49] [DEBUG   ] [MainProcess] Putting file 7/20 into queue | fname=0001_1700000446_2025_01.PDF
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 OCR completed in 9.07s | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000163_2025_01.PDF.txt (0.0001s) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 completed (OCR=9.07s, total=9.07s) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 16:04:58] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:04:58] [INFO    ] [Worker-0] Worker-0 starting OCR (0.02 MB) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:04:58] [DEBUG   ] [MainProcess] File enqueued successfully (7/20) | fname=0001_1700000446_2025_01.PDF
[2026-02-09 16:04:58] [DEBUG   ] [MainProcess] Putting file 8/20 into queue | fname=0001_1700000447_2025_01.PDF
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 OCR completed in 7.64s | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000354_2025_02.PDF.txt (0.0001s) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 completed (OCR=7.64s, total=7.65s) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 16:05:06] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:05:06] [INFO    ] [Worker-0] Worker-0 starting OCR (0.30 MB) | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:05:06] [DEBUG   ] [MainProcess] File enqueued successfully (8/20) | fname=0001_1700000447_2025_01.PDF
[2026-02-09 16:05:06] [DEBUG   ] [MainProcess] Putting file 9/20 into queue | fname=0001_1700000448_2025_01.PDF
[2026-02-09 16:05:09] [INFO    ] [Worker-0] Worker-0 OCR completed in 3.57s | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:05:09] [INFO    ] [Worker-0] Worker-0 extracted 15 lines from 1 page(s) | fname=0001_1700000354_2025_03.PDF
[2026-02-09 16:05:09] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000354_2025_03.PDF.txt (0.0001s) | fname=0001_1700000354_2025_03.PDF
