[2026-02-09 14:41:42] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260209_144142.log | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] ========== OCR Pipeline Starting ========== | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Input directory : /home/whirldata/cpu_multi_paddle_try/attachments | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Output directory: /home/whirldata/cpu_multi_paddle_try/ocr_output | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Num workers     : 4 | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Queue size      : 8 | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Supported exts  : {'.webp', '.bmp', '.png', '.jpeg', '.tiff', '.jpg', '.tif', '.pdf'} | fname=INIT
[2026-02-09 14:41:42] [INFO    ] [MainProcess] Total entries found in input directory: 20 | fname=SCAN
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] All entries: ['0001_1700000449_2025_01.PDF', '0001_1700000356_2025_01.PDF', '0001_1700000446_2025_01.PDF', '0001_1700000354_2025_02.PDF', '0001_1700000451_2025_01.PDF', '0001_1700000448_2025_01.PDF', '0002_1700000096_2025_01.PDF', '0001_1700000455_2025_01.PDF', '0001_1700000452_2025_01.PDF', '0001_1700000356_2025_02.PDF', '0001_1700000447_2025_01.PDF', '0001_1700000454_2025_01.PDF', '0001_1700000163_2025_01.PDF', '0002_1700000000_2025_01.PDF', '0001_1700000450_2025_01.PDF', '0038_1700000012_2025_01.PDF', '0001_1700000354_2025_03.PDF', '0002_1700000095_2025_01.PDF', '0002_1700000097_2025_01.PDF', '0001_1700000445_2025_01.PDF'] | fname=SCAN
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000163_2025_01.PDF (0.02 MB) | fname=0001_1700000163_2025_01.PDF
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000354_2025_02.PDF (0.02 MB) | fname=0001_1700000354_2025_02.PDF
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000354_2025_03.PDF (0.30 MB) | fname=0001_1700000354_2025_03.PDF
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000356_2025_01.PDF (0.30 MB) | fname=0001_1700000356_2025_01.PDF
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000356_2025_02.PDF (0.02 MB) | fname=0001_1700000356_2025_02.PDF
[2026-02-09 14:41:42] [DEBUG   ] [MainProcess] Queuing file: 0001_1700000445_2025_01.PDF (0.02 MB) | fname=0001_1700000445_2025_01.PDF
