[2026-02-10 09:56:42] [INFO    ] [MainProcess] Log file created: ./logs/ocr_run_20260210_095642.log | fname=
[2026-02-10 09:56:49] [INFO    ] [Worker-0] Worker-0 entering processing loop | fname=INIT
[2026-02-10 09:56:49] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:56:49] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:49] [INFO    ] [Worker-0] Worker-0 starting OCR (0.02 MB) | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:49] [DEBUG   ] [MainProcess] File enqueued successfully (6/10) | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:56:49] [DEBUG   ] [MainProcess] Putting file 7/10 into queue | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 OCR completed in 10.33s | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000163_2025_01.PDF.txt (0.0002s) | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 completed (OCR=10.33s, total=10.33s) | fname=0001_1700000163_2025_01.PDF
[2026-02-10 09:56:59] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:56:59] [INFO    ] [Worker-0] Worker-0 starting OCR (0.02 MB) | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:56:59] [DEBUG   ] [MainProcess] File enqueued successfully (7/10) | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:56:59] [DEBUG   ] [MainProcess] Putting file 8/10 into queue | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 OCR completed in 10.63s | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000356_2025_02.PDF.txt (0.0002s) | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 completed (OCR=10.63s, total=10.63s) | fname=0001_1700000356_2025_02.PDF
[2026-02-10 09:57:10] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:10] [INFO    ] [Worker-0] Worker-0 starting OCR (0.25 MB) | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:10] [DEBUG   ] [MainProcess] File enqueued successfully (8/10) | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:57:10] [DEBUG   ] [MainProcess] Putting file 9/10 into queue | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 OCR completed in 9.11s | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000446_2025_01.PDF.txt (0.0001s) | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 completed (OCR=9.11s, total=9.11s) | fname=0001_1700000446_2025_01.PDF
[2026-02-10 09:57:19] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:19] [INFO    ] [Worker-0] Worker-0 starting OCR (0.76 MB) | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:19] [DEBUG   ] [MainProcess] File enqueued successfully (9/10) | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:57:19] [DEBUG   ] [MainProcess] Putting file 10/10 into queue | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 OCR completed in 20.14s | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 extracted 45 lines from 3 page(s) | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000448_2025_01.PDF.txt (0.0002s) | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 completed (OCR=20.14s, total=20.14s) | fname=0001_1700000448_2025_01.PDF
[2026-02-10 09:57:39] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [Worker-0] Worker-0 starting OCR (0.28 MB) | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:57:39] [DEBUG   ] [MainProcess] File enqueued successfully (10/10) | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:57:39] [INFO    ] [MainProcess] All 10 files enqueued in 57.242s | fname=ENQUEUE
[2026-02-10 09:57:39] [INFO    ] [MainProcess] Sending 1 sentinel(s) to shut down workers | fname=SHUTDOWN
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 OCR completed in 21.37s | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 extracted 75 lines from 5 page(s) | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000449_2025_01.PDF.txt (0.0001s) | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 completed (OCR=21.37s, total=21.37s) | fname=0001_1700000449_2025_01.PDF
[2026-02-10 09:58:01] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:01] [INFO    ] [Worker-0] Worker-0 starting OCR (0.01 MB) | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:01] [DEBUG   ] [MainProcess] All sentinels sent | fname=SHUTDOWN
[2026-02-10 09:58:01] [INFO    ] [MainProcess] Waiting for workers to finish... | fname=SHUTDOWN
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 OCR completed in 4.68s | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 extracted 15 lines from 1 page(s) | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000451_2025_01.PDF.txt (0.0001s) | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 completed (OCR=4.68s, total=4.68s) | fname=0001_1700000451_2025_01.PDF
[2026-02-10 09:58:05] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:05] [INFO    ] [Worker-0] Worker-0 starting OCR (0.01 MB) | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 OCR completed in 3.85s | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 extracted 15 lines from 1 page(s) | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000454_2025_01.PDF.txt (0.0001s) | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 completed (OCR=3.85s, total=3.85s) | fname=0001_1700000454_2025_01.PDF
[2026-02-10 09:58:09] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:09] [INFO    ] [Worker-0] Worker-0 starting OCR (0.25 MB) | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 OCR completed in 15.16s | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 extracted 30 lines from 2 page(s) | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0001_1700000455_2025_01.PDF.txt (0.0001s) | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 completed (OCR=15.16s, total=15.16s) | fname=0001_1700000455_2025_01.PDF
[2026-02-10 09:58:24] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:24] [INFO    ] [Worker-0] Worker-0 starting OCR (0.24 MB) | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 OCR completed in 5.42s | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 extracted 15 lines from 1 page(s) | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0002_1700000096_2025_01.PDF.txt (0.0001s) | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 completed (OCR=5.42s, total=5.42s) | fname=0002_1700000096_2025_01.PDF
[2026-02-10 09:58:30] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 picked up task | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:30] [INFO    ] [Worker-0] Worker-0 starting OCR (0.17 MB) | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 OCR completed in 9.04s | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 extracted 15 lines from 1 page(s) | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 output written to ./ocr_output/0038_1700000012_2025_01.PDF.txt (0.0001s) | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 completed (OCR=9.04s, total=9.04s) | fname=0038_1700000012_2025_01.PDF
[2026-02-10 09:58:39] [DEBUG   ] [Worker-0] Worker-0 waiting for next task from queue | fname=QUEUE_WAIT
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 received sentinel. Shutting down. | fname=SENTINEL
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 summary — processed=10, failed=0, total_ocr_time=109.73s, avg_ocr_per_file=10.97s, model_init_time=6.99s | fname=SUMMARY
[2026-02-10 09:58:39] [INFO    ] [Worker-0] Worker-0 exiting | fname=SHUTDOWN
[2026-02-10 09:58:39] [INFO    ] [MainProcess] Worker Worker-0 (PID=51859) joined — OK | fname=SHUTDOWN
[2026-02-10 09:58:39] [INFO    ] [MainProcess] ========== OCR Pipeline Complete ========== | fname=DONE
[2026-02-10 09:58:39] [INFO    ] [MainProcess] Total files processed : 10 | fname=DONE
[2026-02-10 09:58:39] [INFO    ] [MainProcess] Total wall-clock time : 117.28s | fname=DONE
[2026-02-10 09:58:39] [INFO    ] [MainProcess] Average time per file : 11.73s | fname=DONE
[2026-02-10 09:58:39] [INFO    ] [MainProcess] Log saved to          : ./logs/ocr_run_20260210_095642.log | fname=DONE
